file_name,PA_length,PA_diameter,Node_nb,SA_nb,SA_average,SA_int,TA_nb,TA_average,TA_int,QA_nb,Sp_nb,SA,SA_length,node,TA_nb,Sp_nb,SA_int,TA,TA_length,QA_nb,Sp_nb,TA_int,QA,QA_length,Sp_nb,QA_int
10_2_1_2_1_DSC01301,13.34,0.66,10,11.0,13.4,1.33,38.0,2.73,0.34,0.0,210,SA1,14.72,1,4,20,0,SA1_TA1,3.27,0,0,0.6,NV,NV,NV,NV
10_2_1_2_1_DSC01301,13.34,0.66,10,11.0,13.4,1.33,38.0,2.73,0.34,0.0,210,SA1,14.72,1,4,20,0,SA1_TA2,3.46,0,4,1.48,NV,NV,NV,NV
10_2_1_2_1_DSC01301,13.34,0.66,10,11.0,13.4,1.33,38.0,2.73,0.34,0.0,210,SA1,14.72,1,4,20,0,SA1_TA3,2.41,0,2,3.22,NV,NV,NV,NV
10_2_1_2_1_DSC01301,13.34,0.66,10,11.0,13.4,1.33,38.0,2.73,0.34,0.0,210,SA1,14.72,1,4,20,0,SA1_TA4,2.0,0,3,5.72,NV,NV,NV,NV
10_2_1_2_1_DSC01301,13.34,0.66,10,11.0,13.4,1.33,38.0,2.73,0.34,0.0,210,SA2,14.06,2,4,22,0.3,SA2_TA1,2.87,0,4,0.94,NV,NV,NV,NV
10_2_1_2_1_DSC01301,13.34,0.66,10,11.0,13.4,1.33,38.0,2.73,0.34,0.0,210,SA2,14.06,2,4,22,0.3,SA2_TA2,2.86,0,4,2.31,NV,NV,NV,NV
10_2_1_2_1_DSC01301,13.34,0.66,10,11.0,13.4,1.33,38.0,2.73,0.34,0.0,210,SA2,14.06,2,4,22,0.3,SA2_TA3,3.1,0,0,4.39,NV,NV,NV,NV
10_2_1_2_1_DSC01301,13.34,0.66,10,11.0,13.4,1.33,38.0,2.73,0.34,0.0,210,SA2,14.06,2,4,22,0.3,SA2_TA4,2.19,0,3,6.04,NV,NV,NV,NV
10_2_1_2_1_DSC01301,13.34,0.66,10,11.0,13.4,1.33,38.0,2.73,0.34,0.0,210,SA3,13.91,3,5,24,2.52,SA3_TA1,2.94,0,5,1.05,NV,NV,NV,NV
10_2_1_2_1_DSC01301,13.34,0.66,10,11.0,13.4,1.33,38.0,2.73,0.34,0.0,210,SA3,13.91,3,5,24,2.52,SA3_TA2,2.64,0,4,1.49,NV,NV,NV,NV
10_2_1_2_1_DSC01301,13.34,0.66,10,11.0,13.4,1.33,38.0,2.73,0.34,0.0,210,SA3,13.91,3,5,24,2.52,SA3_TA3,2.92,0,4,3.37,NV,NV,NV,NV
10_2_1_2_1_DSC01301,13.34,0.66,10,11.0,13.4,1.33,38.0,2.73,0.34,0.0,210,SA3,13.91,3,5,24,2.52,SA3_TA4,2.14,0,3,5.51,NV,NV,NV,NV
10_2_1_2_1_DSC01301,13.34,0.66,10,11.0,13.4,1.33,38.0,2.73,0.34,0.0,210,SA3,13.91,3,5,24,2.52,SA3_TA5,0.74,0,0,7.47,NV,NV,NV,NV
10_2_1_2_1_DSC01301,13.34,0.66,10,11.0,13.4,1.33,38.0,2.73,0.34,0.0,210,SA4,12.98,4,4,21,0.51,SA4_TA1,2.86,0,4,0.46,NV,NV,NV,NV
10_2_1_2_1_DSC01301,13.34,0.66,10,11.0,13.4,1.33,38.0,2.73,0.34,0.0,210,SA4,12.98,4,4,21,0.51,SA4_TA2,2.24,0,4,1.36,NV,NV,NV,NV
10_2_1_2_1_DSC01301,13.34,0.66,10,11.0,13.4,1.33,38.0,2.73,0.34,0.0,210,SA4,12.98,4,4,21,0.51,SA4_TA3,2.29,0,4,3.27,NV,NV,NV,NV
10_2_1_2_1_DSC01301,13.34,0.66,10,11.0,13.4,1.33,38.0,2.73,0.34,0.0,210,SA4,12.98,4,4,21,0.51,SA4_TA4,1.83,0,3,4.79,NV,NV,NV,NV
10_2_1_2_1_DSC01301,13.34,0.66,10,11.0,13.4,1.33,38.0,2.73,0.34,0.0,210,SA5,15.45,4,4,21,0.16,SA5_TA1,3.09,0,4,1.44,NV,NV,NV,NV
10_2_1_2_1_DSC01301,13.34,0.66,10,11.0,13.4,1.33,38.0,2.73,0.34,0.0,210,SA5,15.45,4,4,21,0.16,SA5_TA2,2.98,0,3,2.32,NV,NV,NV,NV
10_2_1_2_1_DSC01301,13.34,0.66,10,11.0,13.4,1.33,38.0,2.73,0.34,0.0,210,SA5,15.45,4,4,21,0.16,SA5_TA3,3.85,0,4,4.76,NV,NV,NV,NV
10_2_1_2_1_DSC01301,13.34,0.66,10,11.0,13.4,1.33,38.0,2.73,0.34,0.0,210,SA5,15.45,4,4,21,0.16,SA5_TA4,2.29,0,3,6.75,NV,NV,NV,NV
10_2_1_2_1_DSC01301,13.34,0.66,10,11.0,13.4,1.33,38.0,2.73,0.34,0.0,210,SA6,14.87,5,4,22,2.93,SA6_TA1,3.34,0,5,1.41,NV,NV,NV,NV
