ID,X,Y,No.Grains,Length,Width,Area,Primeter,Circularity,Compactness,Ellipticity,AR
73,1487,309,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,1748,474,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,907,809,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,703,768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,1563,1236,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,895,937,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,921,460,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,622,783,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,262,382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,607,423,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,841,581,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,874,890,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,1264,902,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,740,361,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,1396,440,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,671,311,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,1125,1213,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,1229,638,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,438,947,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,1292,833,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,1169,475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
